feature_index,feature_name,importance_score
0,high_std_0,214.941
1,low_std_0,223.212
2,close_std_0,94.253
3,daily_return_std_0,20.879
4,log_return_std_0,21.318
5,volume_change_std_0,30.077
6,relative_volume_std_0,34.278
7,log_volume_0,22.017
8,high_low_range_std_0,76.359
9,excess_return_std_0,33.671
10,open_std_1,48.321
11,high_std_1,64.573
12,low_std_1,33.34
13,close_std_1,59.16
14,daily_return_std_1,19.186
15,log_return_std_1,18.786
16,volume_change_std_1,20.224
17,relative_volume_std_1,44.78
18,log_volume_1,20.062
19,high_low_range_std_1,31.136
20,excess_return_std_1,30.066
21,open_std_2,49.077
22,high_std_2,19.54
23,low_std_2,19.886
24,close_std_2,30.75
25,daily_return_std_2,18.892
26,log_return_std_2,18.255
27,volume_change_std_2,20.145
28,relative_volume_std_2,21.079
29,log_volume_2,19.348
30,high_low_range_std_2,21.029
31,excess_return_std_2,19.605
