feature_index,feature_name,importance_score
0,High_0,42.646
1,Low_0,23.632
2,Open_0,35.819
3,Volume_0,136.354
4,daily_return_0,24.133
5,log_return_0,23.677
6,volume_change_0,24.042
7,relative_volume_0,35.969
8,high_low_range_0,23.059
9,excess_return_0,23.572
10,daily_return_zscore_0,35.993
11,log_return_zscore_0,24.032
12,volume_change_zscore_0,35.435
13,relative_volume_zscore_0,23.947
14,log_volume_0,24.097
15,Close_1,36.008
16,High_1,23.824
17,Low_1,24.075
18,Open_1,42.462
19,Volume_1,139.632
20,daily_return_1,23.196
21,log_return_1,35.995
22,volume_change_1,23.784
23,relative_volume_1,24.108
24,high_low_range_1,35.39
25,excess_return_1,35.955
26,daily_return_zscore_1,35.868
27,log_return_zscore_1,41.934
28,volume_change_zscore_1,35.909
29,relative_volume_zscore_1,24.147
30,log_volume_1,42.416
31,Close_2,24.001
32,High_2,23.028
33,Low_2,23.994
34,Open_2,23.942
35,Volume_2,46.819
36,daily_return_2,23.834
37,log_return_2,24.14
38,volume_change_2,42.259
39,relative_volume_2,42.563
40,high_low_range_2,42.438
41,excess_return_2,23.833
42,daily_return_zscore_2,35.658
43,log_return_zscore_2,23.791
44,volume_change_zscore_2,23.31
45,relative_volume_zscore_2,42.428
46,log_volume_2,35.926
