feature_index,feature_name,importance_score
0,log_volume_0,24.813
1,log_return_std_0,16.436
2,low_std_0,16.269
3,excess_return_std_0,15.756
4,daily_return_std_0,16.209
5,open_std_0,16.421
6,relative_volume_std_0,16.301
7,high_low_range_std_0,15.943
8,high_std_0,24.811
9,volume_change_std_0,16.312
10,close_std_1,28.418
11,log_volume_1,28.439
12,log_return_std_1,16.427
13,low_std_1,28.606
14,excess_return_std_1,16.475
15,daily_return_std_1,16.157
16,open_std_1,16.48
17,relative_volume_std_1,28.546
18,high_low_range_std_1,24.834
19,high_std_1,16.376
20,volume_change_std_1,16.419
21,close_std_2,28.482
22,log_volume_2,28.377
23,log_return_std_2,24.979
24,low_std_2,28.445
25,excess_return_std_2,28.505
26,daily_return_std_2,28.587
27,open_std_2,24.871
28,relative_volume_std_2,28.595
29,high_low_range_std_2,24.973
30,high_std_2,16.405
31,volume_change_std_2,15.931
32,ticker,16.145
33,time_period_idx,24.853
