feature_index,feature_name,importance_score
0,log_volume_0,24.742
1,log_return_std_0,16.332
2,low_std_0,28.33
3,excess_return_std_0,16.32
4,daily_return_std_0,16.349
5,open_std_0,15.863
6,relative_volume_std_0,28.625
7,high_low_range_std_0,16.009
8,high_std_0,28.451
9,volume_change_std_0,24.922
10,close_std_1,16.305
11,log_volume_1,28.613
12,log_return_std_1,16.024
13,low_std_1,28.517
14,excess_return_std_1,24.931
15,daily_return_std_1,16.221
16,open_std_1,24.796
17,relative_volume_std_1,16.506
18,high_low_range_std_1,16.5
19,high_std_1,28.732
20,volume_change_std_1,28.486
21,close_std_2,28.423
22,log_volume_2,16.273
23,log_return_std_2,16.452
24,low_std_2,28.474
25,excess_return_std_2,24.883
26,daily_return_std_2,16.277
27,open_std_2,28.349
28,relative_volume_std_2,16.233
29,high_low_range_std_2,16.139
30,high_std_2,24.601
31,volume_change_std_2,16.503
32,ticker,16.038
33,time_period_idx,24.93
