feature_index,feature_name,importance_score
0,log_volume_0,28.615
1,log_return_std_0,28.386
2,low_std_0,24.746
3,excess_return_std_0,28.338
4,daily_return_std_0,24.882
5,open_std_0,28.583
6,relative_volume_std_0,24.711
7,high_low_range_std_0,16.407
8,high_std_0,16.24
9,volume_change_std_0,16.432
10,close_std_1,16.387
11,log_volume_1,28.531
12,log_return_std_1,16.491
13,low_std_1,15.944
14,excess_return_std_1,16.247
15,daily_return_std_1,16.204
16,open_std_1,16.394
17,relative_volume_std_1,28.584
18,high_low_range_std_1,16.386
19,high_std_1,24.742
20,volume_change_std_1,24.896
21,close_std_2,28.589
22,log_volume_2,16.274
23,log_return_std_2,16.121
24,low_std_2,16.314
25,excess_return_std_2,28.662
26,daily_return_std_2,28.447
27,open_std_2,16.23
28,relative_volume_std_2,24.752
29,high_low_range_std_2,16.095
30,high_std_2,16.314
31,volume_change_std_2,24.866
32,ticker,16.206
33,time_period_idx,28.265
