index,subsequence_idx,score,start_date,end_date
35,35,2.2242460584408374,2023-03-09,2023-03-13
98,98,2.340106857965541,2023-06-08,2023-06-12
99,99,2.3951983315263923,2023-06-09,2023-06-13
100,100,3.0038239412400216,2023-06-12,2023-06-14
101,101,2.202876894820653,2023-06-13,2023-06-15
161,161,3.2481376445796877,2023-09-08,2023-09-12
162,162,3.56407531321736,2023-09-11,2023-09-13
163,163,3.066548109426443,2023-09-12,2023-09-14
191,191,2.099197869843394,2023-10-20,2023-10-24
225,225,3.296214214600852,2023-12-08,2023-12-12
226,226,3.546470188824149,2023-12-11,2023-12-13
227,227,3.057343057045367,2023-12-12,2023-12-14
286,286,3.176691561109456,2024-03-08,2024-03-12
287,287,2.858079679696756,2024-03-11,2024-03-13
350,350,2.854270204687016,2024-06-10,2024-06-12
351,351,2.385414389049962,2024-06-11,2024-06-13
411,411,3.1566229496024185,2024-09-06,2024-09-10
412,412,3.07341101805254,2024-09-09,2024-09-11
415,415,2.130488442672396,2024-09-12,2024-09-16
475,475,3.148188743769683,2024-12-06,2024-12-10
476,476,2.624111733735822,2024-12-09,2024-12-11
501,501,2.124487290663626,2025-01-16,2025-01-21
502,502,4.172487152544482,2025-01-17,2025-01-22
503,503,4.174570010744457,2025-01-21,2025-01-23
504,504,2.3328130349219984,2025-01-22,2025-01-24
505,505,3.369859529816779,2025-01-23,2025-01-27
506,506,3.226413296312717,2025-01-24,2025-01-28
507,507,3.183561346934021,2025-01-27,2025-01-29
536,536,2.3051858695244034,2025-03-10,2025-03-12
