feature_index,feature_name,importance_score
0,log_volume_0,16.423
1,log_return_std_0,15.986
2,low_std_0,16.306
3,excess_return_std_0,15.72
4,daily_return_std_0,28.384
5,open_std_0,16.38
6,relative_volume_std_0,24.739
7,high_low_range_std_0,24.922
8,high_std_0,16.369
9,volume_change_std_0,16.19
10,close_std_1,16.382
11,log_volume_1,28.502
12,log_return_std_1,16.441
13,low_std_1,24.856
14,excess_return_std_1,16.261
15,daily_return_std_1,28.489
16,open_std_1,24.771
17,relative_volume_std_1,15.877
18,high_low_range_std_1,28.348
19,high_std_1,16.211
20,volume_change_std_1,16.375
21,close_std_2,28.604
22,log_volume_2,16.389
23,log_return_std_2,28.453
24,low_std_2,24.923
25,excess_return_std_2,24.884
26,daily_return_std_2,16.222
27,open_std_2,15.746
28,relative_volume_std_2,28.596
29,high_low_range_std_2,28.473
30,high_std_2,28.587
31,volume_change_std_2,28.564
32,ticker,16.486
33,time_period_idx,24.902
