index,subsequence_idx,score,start_date,end_date
6,6,2.57579,2023-06-15,2023-06-20
7,7,2.51144,2023-06-16,2023-06-21
10,10,2.54969,2023-06-22,2023-06-26
74,74,2.6682,2023-09-14,2023-09-18
75,75,2.57455,2023-09-15,2023-09-19
144,144,2.93769,2023-12-13,2023-12-15
145,145,3.091,2023-12-14,2023-12-18
147,147,2.91259,2023-12-15,2023-12-19
211,211,2.68284,2024-03-13,2024-03-15
213,213,2.8336,2024-03-14,2024-03-18
214,214,2.7566,2024-03-15,2024-03-19
287,287,2.49004,2024-06-20,2024-06-24
290,290,2.526,2023-03-10,2023-03-14
293,293,2.73638,2024-06-27,2024-07-01
294,294,2.65141,2024-06-28,2024-07-02
301,301,2.61699,2023-03-13,2023-03-15
312,312,2.54658,2023-03-14,2023-03-16
323,323,3.20086,2023-03-15,2023-03-17
335,335,3.28665,2023-03-16,2023-03-20
346,346,3.29528,2023-03-17,2023-03-21
356,356,2.66683,2024-09-18,2024-09-20
358,358,2.875,2024-09-19,2024-09-23
359,359,2.73371,2024-09-20,2024-09-24
427,427,2.81068,2024-12-18,2024-12-20
428,428,3.00209,2024-12-19,2024-12-23
429,429,3.15222,2024-12-20,2024-12-24
480,480,2.50135,2025-02-28,2025-03-04
485,485,2.53971,2025-03-07,2025-03-11
486,486,2.53799,2025-03-10,2025-03-12
494,494,3.10178,2025-03-19,2025-03-21
495,495,3.24982,2025-03-20,2025-03-24
496,496,3.2027,2025-03-21,2025-03-25
