feature_index,feature_name,importance_score
0,feature_0,9.511
1,feature_1,9.629
2,feature_2,9.607
3,feature_3,6.935
4,feature_4,9.434
5,feature_5,9.499
6,feature_6,9.486
7,feature_7,6.748
8,feature_8,9.47
9,feature_9,6.86
10,feature_10,9.494
11,feature_11,9.459
12,feature_12,9.411
13,feature_13,6.744
14,feature_14,6.931
