window_idx,stock_idx,ticker,score,start_date,end_date,log_volume_0,daily_return_zscore_0,relative_volume_zscore_0,Close_0,Volume_0,Open_0,Low_0,relative_volume_0,high_low_range_0,daily_return_0,volume_change_0,log_return_0,excess_return_0,High_0,volume_change_zscore_0,log_return_zscore_0,log_volume_1,daily_return_zscore_1,relative_volume_zscore_1,Close_1,Volume_1,Open_1,Low_1,relative_volume_1,high_low_range_1,daily_return_1,volume_change_1,log_return_1,excess_return_1,High_1,volume_change_zscore_1,log_return_zscore_1,log_volume_2,daily_return_zscore_2,relative_volume_zscore_2,Close_2,Volume_2,Open_2,Low_2,relative_volume_2,high_low_range_2,daily_return_2,volume_change_2,log_return_2,excess_return_2,High_2,volume_change_zscore_2,log_return_zscore_2
316,14,NVDA,2.50456,2024-07-29,2024-07-31,19.329552426615116,0.0102242252216373,-0.6620085078279258,111.5625,248152100.0,113.66198865142056,111.27257816967544,0.854390562842881,0.04474389569624,-0.013001922060825,-0.1542165603098305,-0.013087186927274,-0.0138152321901183,116.25134680115112,-0.5420615210594975,0.0266552437156643,20.003432324708346,-1.2798533917032666,1.217258165962662,103.7044448852539,486833300.0,111.49251876218644,102.5147356535528,1.532610222490946,0.0921591268175147,-0.070436348367472,0.9618342943702674,-0.0730399947327269,-0.0654761764894418,111.96240417731258,1.4326778473804311,-1.2964796441096134,19.974974168294818,2.2003810063159173,0.9906356943083884,116.9911651611328,473174200.0,112.87218513169266,110.85267854952704,1.451639039536864,0.067279935689597,0.1281210298225912,-0.0280570371829536,0.1205534432620827,0.1123276311634238,118.3108396333588,-0.2731940044943016,2.140567442558981
