index,subsequence_idx,score,start_date,end_date
5,5,2.229396839269296,2023-02-08,2023-02-10
13,13,2.4400090647897303,2023-03-15,2023-03-17
26,26,2.3466449503963696,2023-05-10,2023-05-12
32,32,1.5256269373969844,2023-06-06,2023-06-08
56,56,1.6835246618432242,2023-09-19,2023-09-21
64,64,4.0407668650061686,2023-10-23,2023-10-25
74,74,1.7306947304211047,2023-12-05,2023-12-07
86,86,1.8201139283803338,2024-01-29,2024-01-31
106,106,3.2189741047374323,2024-04-24,2024-04-26
136,136,1.6736621298873184,2024-09-03,2024-09-05
144,144,1.9696546437553122,2024-10-07,2024-10-09
149,149,3.0243583473543043,2024-10-28,2024-10-30
159,159,3.0434863901545355,2024-12-10,2024-12-12
175,175,1.7152573191981106,2025-02-21,2025-02-25
176,176,1.7259824762713973,2025-02-26,2025-02-28
