index,subsequence_idx,score,start_date,end_date
11,11,2.3906317980157614,2024-05-02,2024-05-06
21,21,4.052363064991301,2024-06-11,2024-06-13
23,23,1.9476077824462799,2024-06-20,2024-06-24
34,34,3.4777926182042576,2024-08-02,2024-08-06
47,47,3.973238644837376,2024-09-19,2024-09-23
88,88,2.2210741133441076,2025-03-06,2025-03-10
116,116,2.757986788820205,2023-02-03,2023-02-07
122,122,2.825086211889948,2023-08-02,2023-08-04
131,131,2.691729262034335,2023-09-06,2023-09-08
180,180,2.00106757664703,2024-03-20,2024-03-22
