index,subsequence_idx,score,start_date,end_date
26,26,2.267995276947991,2024-06-28,2024-07-02
35,35,2.531289823692,2023-03-15,2023-03-17
47,47,2.1665980726757263,2024-09-19,2024-09-23
55,55,2.8324836320128313,2024-10-23,2024-10-25
70,70,2.0299215920429745,2024-12-18,2024-12-20
79,79,2.5838080508320047,2023-03-31,2023-04-04
97,97,4.317353423431955,2023-04-24,2023-04-26
120,120,3.9756541213843657,2023-07-25,2023-07-27
142,142,2.516940724449326,2023-10-18,2023-10-20
156,156,2.0223113159555863,2023-12-13,2023-12-15
