feature_index,feature_name,importance_score
0,log_volume_0,16.214
1,log_return_std_0,16.341
2,low_std_0,16.18
3,excess_return_std_0,28.387
4,daily_return_std_0,16.355
5,open_std_0,16.452
6,relative_volume_std_0,24.728
7,high_low_range_std_0,16.474
8,high_std_0,16.413
9,volume_change_std_0,16.519
10,close_std_1,24.883
11,log_volume_1,24.858
12,log_return_std_1,16.294
13,low_std_1,24.794
14,excess_return_std_1,24.921
15,daily_return_std_1,28.408
16,open_std_1,16.171
17,relative_volume_std_1,16.525
18,high_low_range_std_1,16.393
19,high_std_1,28.514
20,volume_change_std_1,16.157
21,close_std_2,28.565
22,log_volume_2,16.116
23,log_return_std_2,16.272
24,low_std_2,28.601
25,excess_return_std_2,16.296
26,daily_return_std_2,24.941
27,open_std_2,28.766
28,relative_volume_std_2,24.58
29,high_low_range_std_2,28.552
30,high_std_2,15.986
31,volume_change_std_2,28.39
32,ticker,28.29
33,time_period_idx,28.527
