index,subsequence_idx,score,start_date,end_date
0,0,1.5390514414259078,2023-01-18,2023-01-20
7,7,2.8811044720687735,2023-02-16,2023-02-21
27,27,4.020194190327796,2023-05-15,2023-05-17
36,36,2.0209109456364764,2023-06-23,2023-06-27
55,55,2.801298020425029,2023-09-14,2023-09-18
69,69,2.403654553624265,2023-11-13,2023-11-15
76,76,1.65556989798983,2023-12-13,2023-12-15
96,96,1.670963845490237,2024-03-12,2024-03-14
97,97,2.432937976409061,2024-03-15,2024-03-19
140,140,1.6055691459721204,2024-09-19,2024-09-23
151,151,2.170840588123197,2024-11-05,2024-11-07
159,159,1.641117247650516,2024-12-10,2024-12-12
161,161,2.2795410099975326,2024-12-18,2024-12-20
165,165,2.9609253003432694,2025-01-07,2025-01-10
173,173,2.7076107858436345,2025-02-12,2025-02-14
175,175,1.5443510602615096,2025-02-21,2025-02-25
179,179,2.3106449322285263,2025-03-11,2025-03-13
