index,subsequence_idx,score,start_date,end_date
16,16,3.2467533060013065,2024-05-20,2024-05-22
47,47,3.0726610825092404,2024-09-19,2024-09-23
70,70,2.1152527916551134,2024-12-18,2024-12-20
84,84,2.1830833520484956,2025-02-18,2025-02-20
96,96,4.887031659523036,2023-04-19,2023-04-21
104,104,4.065813691692393,2023-05-23,2023-05-25
109,109,2.4026734801795615,2023-06-09,2023-06-13
123,123,2.3040873736213925,2023-08-07,2023-08-09
140,140,3.465240894561457,2023-10-10,2023-10-12
156,156,2.642978554114368,2023-12-13,2023-12-15
