feature_index,feature_name,importance_score
0,log_volume_0,28.489
1,log_return_std_0,16.322
2,low_std_0,28.492
3,excess_return_std_0,24.884
4,daily_return_std_0,16.248
5,open_std_0,24.933
6,relative_volume_std_0,16.219
7,high_low_range_std_0,16.477
8,high_std_0,16.511
9,volume_change_std_0,24.935
10,close_std_1,24.946
11,log_volume_1,28.578
12,log_return_std_1,16.505
13,low_std_1,28.465
14,excess_return_std_1,16.306
15,daily_return_std_1,24.916
16,open_std_1,24.696
17,relative_volume_std_1,16.363
18,high_low_range_std_1,28.305
19,high_std_1,16.191
20,volume_change_std_1,28.347
21,close_std_2,24.729
22,log_volume_2,16.087
23,log_return_std_2,28.667
24,low_std_2,15.867
25,excess_return_std_2,16.553
26,daily_return_std_2,16.187
27,open_std_2,16.26
28,relative_volume_std_2,16.441
29,high_low_range_std_2,16.108
30,high_std_2,28.714
31,volume_change_std_2,28.34
32,ticker,28.603
33,time_period_idx,16.159
