window_idx,stock_idx,ticker,score,start_date,end_date,close_std_0,log_volume_0,log_return_std_0,low_std_0,excess_return_std_0,daily_return_std_0,open_std_0,relative_volume_std_0,high_low_range_std_0,high_std_0,volume_change_std_0,close_std_1,log_volume_1,log_return_std_1,low_std_1,excess_return_std_1,daily_return_std_1,open_std_1,relative_volume_std_1,high_low_range_std_1,high_std_1,volume_change_std_1,close_std_2,log_volume_2,log_return_std_2,low_std_2,excess_return_std_2,daily_return_std_2,open_std_2,relative_volume_std_2,high_low_range_std_2,high_std_2,volume_change_std_2
295,24,AAPL,9.59622,2024-03-21,2024-03-25,-0.8105027730294897,18.480658577823036,-2.4990909802649632,-0.5159602035856111,-2.4615010927614627,-2.4882780393193045,1.5298858574823495,1.483229440553432,2.2457536565844025,1.0358361694583658,2.00133217361702,-0.5287993459116371,18.07969073153292,0.2577563720873758,-1.1247586058174808,0.4584294081792769,0.2541925763624728,-1.05346525153295,-0.0204541909876846,-0.2339822023904472,-0.978139270900361,-0.8681164527822905,-1.009683523879647,17.809819310494166,-0.4302793471598714,-1.2147923133124916,-0.1410584102628541,-0.4412776865087807,-1.3805568140306257,-0.7277840678829767,-0.6266520422715559,-1.2439716725859755,-0.6560759049350514
