index,subsequence_idx,score,start_date,end_date
34,34,2.74438,2023-07-25,2023-07-27
52,52,2.60716,2023-08-16,2023-08-18
53,53,2.93311,2023-08-17,2023-08-21
54,54,2.88844,2023-08-18,2023-08-22
131,131,2.35402,2023-11-27,2023-11-29
247,247,2.61925,2024-04-26,2024-04-30
341,341,2.54709,2024-08-28,2024-08-30
343,343,2.37624,2024-08-30,2024-09-04
399,399,2.94927,2024-11-12,2024-11-14
400,400,3.68914,2024-11-13,2024-11-15
402,402,2.53357,2024-11-14,2024-11-18
466,466,2.4588,2025-02-11,2025-02-13
514,514,3.00679,2023-04-28,2023-05-02
