feature_index,feature_name,importance_score
0,High_0,35.419
1,Low_0,23.531
2,Open_0,42.088
3,Volume_0,49.347
4,daily_return_0,23.391
5,log_return_0,22.917
6,volume_change_0,41.409
7,relative_volume_0,35.481
8,high_low_range_0,23.578
9,excess_return_0,23.626
10,daily_return_zscore_0,42.183
11,log_return_zscore_0,23.45
12,volume_change_zscore_0,35.548
13,relative_volume_zscore_0,23.189
14,log_volume_0,35.651
15,Close_1,23.546
16,High_1,42.189
17,Low_1,23.087
18,Open_1,42.083
19,Volume_1,43.079
20,daily_return_1,23.508
21,log_return_1,23.32
22,volume_change_1,22.961
23,relative_volume_1,35.599
24,high_low_range_1,35.511
25,excess_return_1,23.377
26,daily_return_zscore_1,23.362
27,log_return_zscore_1,35.264
28,volume_change_zscore_1,23.449
29,relative_volume_zscore_1,41.987
30,log_volume_1,42.082
31,Close_2,22.843
32,High_2,42.101
33,Low_2,23.298
34,Open_2,23.378
35,Volume_2,42.775
36,daily_return_2,22.486
37,log_return_2,35.522
38,volume_change_2,22.75
39,relative_volume_2,35.577
40,high_low_range_2,23.351
41,excess_return_2,35.634
42,daily_return_zscore_2,35.494
43,log_return_zscore_2,23.348
44,volume_change_zscore_2,22.598
45,relative_volume_zscore_2,35.632
46,log_volume_2,23.061
