window_index,start_date,end_date,iforest_score,lof_score
0,2024-08-12,2024-08-14,-0.45765529900929347,0.44434589588371365
1,2024-08-13,2024-08-15,-0.24542047571825035,0.4535349771506687
2,2024-08-14,2024-08-16,-0.34193526267229646,0.4309740495062587
3,2024-08-15,2024-08-19,-0.40034357163873835,0.3812011768681913
4,2024-08-16,2024-08-20,-0.6810540829275116,0.45689966212683625
5,2024-08-19,2024-08-21,-0.19511231802607337,0.4372937455111614
6,2024-08-20,2024-08-22,-0.2761026403792976,0.38531487129423325
7,2024-08-21,2024-08-23,-0.6933449841713157,0.3892129205585369
8,2024-08-22,2024-08-26,-0.5607701008852226,0.4185699916294776
9,2024-08-23,2024-08-27,-1.5627550255512,0.26438856008908046
10,2024-08-26,2024-08-28,-1.100945896368388,0.34251701288962677
11,2024-08-27,2024-08-29,-0.932898643509324,0.38004039189798083
12,2024-08-28,2024-08-30,-0.33798969908654036,0.46954668305448577
13,2024-08-29,2024-09-03,1.1085604002184466,0.45043608466610613
14,2024-08-30,2024-09-04,0.5070747811667548,0.19962924926431266
15,2024-09-03,2024-09-05,0.8936187371959224,0.3935459255406485
16,2024-09-04,2024-09-06,1.3655111312347905,-0.16524410510413565
17,2024-09-05,2024-09-09,1.9675170198923742,0.20658230844335873
18,2024-09-06,2024-09-10,2.6917767037746,-3.437237713341431
19,2024-09-09,2024-09-11,0.8815298114818407,-2.393599230222437
20,2024-09-10,2024-09-12,0.6984640999407936,-2.279669258550188
21,2024-09-11,2024-09-13,0.5865755168713752,0.3811959038812727
22,2024-09-12,2024-09-16,-1.2036492406268047,0.346221418215439
23,2024-09-13,2024-09-17,-0.5593294316148937,0.37281728237734135
24,2024-09-16,2024-09-18,-0.8417215865647621,0.3517726897604013
25,2024-09-17,2024-09-19,-0.30959994302698135,0.3197095066090727
