index,subsequence_idx,score,start_date,end_date
3,3,2.51166,2023-01-31,2023-02-02
4,4,2.15417,2023-02-03,2023-02-07
24,24,1.94444,2023-05-02,2023-05-04
25,25,1.96463,2023-05-05,2023-05-09
62,62,2.01434,2023-10-13,2023-10-17
108,108,1.93968,2024-05-02,2024-05-06
119,119,2.15409,2024-06-20,2024-06-24
128,128,1.89376,2024-07-30,2024-08-01
143,143,2.1349,2024-10-02,2024-10-04
151,151,2.14646,2024-11-05,2024-11-07
161,161,1.9754,2024-12-18,2024-12-20
165,165,2.01227,2025-01-07,2025-01-10
170,170,1.88342,2025-01-30,2025-02-03
175,175,2.2461,2025-02-21,2025-02-25
