index,subsequence_idx,score,start_date,end_date
8,8,2.6192,2023-02-22,2023-02-24
18,18,2.70346,2023-04-05,2023-04-10
29,29,2.54975,2023-05-23,2023-05-25
62,62,2.33111,2023-10-13,2023-10-17
71,71,1.94611,2023-11-21,2023-11-24
75,75,2.11104,2023-12-08,2023-12-12
91,91,3.02514,2024-02-20,2024-02-22
119,119,2.12305,2024-06-20,2024-06-24
128,128,1.97528,2024-07-30,2024-08-01
146,146,2.09826,2024-10-15,2024-10-17
154,154,2.3463,2024-11-18,2024-11-20
155,155,2.7185,2024-11-21,2024-11-25
161,161,2.0037,2024-12-18,2024-12-20
165,165,2.25584,2025-01-07,2025-01-10
175,175,1.87372,2025-02-21,2025-02-25
