index,subsequence_idx,score
8,8,2.6192
18,18,2.70346
29,29,2.54975
62,62,2.33111
71,71,1.94611
75,75,2.11104
91,91,3.02514
119,119,2.12305
128,128,1.97528
146,146,2.09826
154,154,2.3463
155,155,2.7185
161,161,2.0037
165,165,2.25584
175,175,1.87372
