feature_index,feature_name,importance_score
0,high_std_0,47.859
1,low_std_0,18.537
2,close_std_0,31.709
3,daily_return_std_0,18.836
4,log_return_std_0,19.447
5,volume_change_std_0,16.716
6,relative_volume_std_0,30.882
7,log_volume_0,15.966
8,high_low_range_std_0,40.059
9,open_std_1,18.779
10,high_std_1,18.906
11,low_std_1,17.976
12,close_std_1,17.432
13,daily_return_std_1,19.208
14,log_return_std_1,18.278
15,volume_change_std_1,18.511
16,relative_volume_std_1,59.188
17,log_volume_1,15.791
18,high_low_range_std_1,16.944
19,open_std_2,113.227
20,high_std_2,58.42
21,low_std_2,81.153
22,close_std_2,105.139
23,daily_return_std_2,28.021
24,log_return_std_2,29.084
25,volume_change_std_2,33.081
26,relative_volume_std_2,38.697
27,log_volume_2,16.088
28,high_low_range_std_2,48.159
