feature_index,feature_name,importance_score
0,High_0,59.817
1,Low_0,51.657
2,Open_0,35.911
3,Volume_0,52.964
4,daily_return_0,23.897
5,log_return_0,23.875
6,volume_change_0,41.777
7,relative_volume_0,24.432
8,high_low_range_0,36
9,excess_return_0,35.704
10,daily_return_zscore_0,24.181
11,log_return_zscore_0,23.93
12,volume_change_zscore_0,35.618
13,relative_volume_zscore_0,23.565
14,log_volume_0,23.783
15,Close_1,46.768
16,High_1,59.778
17,Low_1,36.122
18,Open_1,23.495
19,Volume_1,56.836
20,daily_return_1,23.082
21,log_return_1,23.825
22,volume_change_1,35.743
23,relative_volume_1,36.105
24,high_low_range_1,22.701
25,excess_return_1,24.155
26,daily_return_zscore_1,36.295
27,log_return_zscore_1,23.38
28,volume_change_zscore_1,35.989
29,relative_volume_zscore_1,35.83
30,log_volume_1,35.9
31,Close_2,23.759
32,High_2,42.469
33,Low_2,42.208
34,Open_2,46.923
35,Volume_2,44.252
36,daily_return_2,23.713
37,log_return_2,23.125
38,volume_change_2,24.143
39,relative_volume_2,35.991
40,high_low_range_2,23.823
41,excess_return_2,24.37
42,daily_return_zscore_2,23.265
43,log_return_zscore_2,24.248
44,volume_change_zscore_2,23.48
45,relative_volume_zscore_2,23.45
46,log_volume_2,23.894
