feature_index,feature_name,importance_score
0,log_volume_0,28.566
1,log_return_std_0,15.961
2,low_std_0,16.287
3,excess_return_std_0,16.204
4,daily_return_std_0,16.399
5,open_std_0,28.567
6,relative_volume_std_0,16.198
7,high_low_range_std_0,16.162
8,high_std_0,16.401
9,volume_change_std_0,24.903
10,close_std_1,24.79
11,log_volume_1,16.255
12,log_return_std_1,28.369
13,low_std_1,16.312
14,excess_return_std_1,28.469
15,daily_return_std_1,24.784
16,open_std_1,28.39
17,relative_volume_std_1,24.917
18,high_low_range_std_1,24.876
19,high_std_1,28.667
20,volume_change_std_1,16.125
21,close_std_2,24.847
22,log_volume_2,16.336
23,log_return_std_2,16.203
24,low_std_2,16.271
25,excess_return_std_2,16.413
26,daily_return_std_2,28.449
27,open_std_2,16.316
28,relative_volume_std_2,16.441
29,high_low_range_std_2,24.758
30,high_std_2,28.568
31,volume_change_std_2,28.469
32,ticker,28.486
33,time_period_idx,16.476
