feature_index,feature_name,importance_score
0,High_0,24.042
1,Low_0,23.881
2,Open_0,24.06
3,Volume_0,100.862
4,daily_return_0,23.363
5,log_return_0,23.991
6,volume_change_0,24.028
7,relative_volume_0,23.855
8,high_low_range_0,35.582
9,excess_return_0,23.045
10,daily_return_zscore_0,42.776
11,log_return_zscore_0,42.866
12,volume_change_zscore_0,23.421
13,relative_volume_zscore_0,36.083
14,log_volume_0,23.006
15,Close_1,36.129
16,High_1,35.596
17,Low_1,23.915
18,Open_1,23.827
19,Volume_1,92.098
20,daily_return_1,35.719
21,log_return_1,23.768
22,volume_change_1,23.737
23,relative_volume_1,36.164
24,high_low_range_1,23.763
25,excess_return_1,23.396
26,daily_return_zscore_1,35.702
27,log_return_zscore_1,23.55
28,volume_change_zscore_1,35.767
29,relative_volume_zscore_1,24
30,log_volume_1,35.829
31,Close_2,35.983
32,High_2,23.421
33,Low_2,23.878
34,Open_2,24.032
35,Volume_2,51.349
36,daily_return_2,42.251
37,log_return_2,41.681
38,volume_change_2,23.776
39,relative_volume_2,23.849
40,high_low_range_2,35.988
41,excess_return_2,42.491
42,daily_return_zscore_2,42.867
43,log_return_zscore_2,42.974
44,volume_change_zscore_2,35.97
45,relative_volume_zscore_2,42.538
46,log_volume_2,23.799
