feature_index,feature_name,importance_score
0,log_volume_0,16.163
1,log_return_std_0,24.953
2,low_std_0,16.212
3,excess_return_std_0,16.168
4,daily_return_std_0,28.485
5,open_std_0,24.999
6,relative_volume_std_0,16.465
7,high_low_range_std_0,24.958
8,high_std_0,15.978
9,volume_change_std_0,16.497
10,close_std_1,24.99
11,log_volume_1,24.992
12,log_return_std_1,15.871
13,low_std_1,28.452
14,excess_return_std_1,16.413
15,daily_return_std_1,28.497
16,open_std_1,16.196
17,relative_volume_std_1,16.409
18,high_low_range_std_1,28.467
19,high_std_1,28.557
20,volume_change_std_1,28.703
21,close_std_2,24.761
22,log_volume_2,16.065
23,log_return_std_2,28.468
24,low_std_2,16.495
25,excess_return_std_2,16.49
26,daily_return_std_2,16.387
27,open_std_2,28.394
28,relative_volume_std_2,28.446
29,high_low_range_std_2,28.531
30,high_std_2,24.887
31,volume_change_std_2,16.455
32,ticker,16.184
33,time_period_idx,16.418
