feature_index,feature_name,importance_score
0,high_std_0,113.428
1,low_std_0,25.199
2,close_std_0,62.681
3,daily_return_std_0,37.172
4,log_return_std_0,24.607
5,volume_change_std_0,109.003
6,relative_volume_std_0,30.985
7,log_volume_0,21.534
8,high_low_range_std_0,38.815
9,excess_return_std_0,48.145
10,open_std_1,73.766
11,high_std_1,40.635
12,low_std_1,67.977
13,close_std_1,21.87
14,daily_return_std_1,18.258
15,log_return_std_1,18.481
16,volume_change_std_1,19.161
17,relative_volume_std_1,32.26
18,log_volume_1,18.124
19,high_low_range_std_1,21.123
20,excess_return_std_1,17.765
21,open_std_2,160.156
22,high_std_2,24.486
23,low_std_2,78.732
24,close_std_2,65.538
25,daily_return_std_2,32.096
26,log_return_std_2,21.945
27,volume_change_std_2,22.727
28,relative_volume_std_2,25.125
29,log_volume_2,19.673
30,high_low_range_std_2,33.547
31,excess_return_std_2,22.15
