index,subsequence_idx,score,start_date,end_date
85,85,3.5825300045733703,2023-05-19,2023-05-23
86,86,3.347880815086693,2023-05-22,2023-05-24
87,87,4.45973961170541,2023-05-23,2023-05-25
90,90,2.1006704881021983,2023-05-26,2023-05-31
92,92,3.4604103662312444,2023-05-31,2023-06-02
103,103,2.4074491096994657,2023-06-15,2023-06-20
107,107,2.3068238238017544,2023-06-22,2023-06-26
108,108,2.283769250087044,2023-06-23,2023-06-27
214,214,2.1259809624507744,2023-11-22,2023-11-27
276,276,2.7123973524708767,2024-02-23,2024-02-27
277,277,2.306710841049127,2024-02-26,2024-02-28
278,278,2.4917255429677265,2024-02-27,2024-02-29
355,355,2.0829104334181605,2024-06-17,2024-06-20
530,530,2.150634945908911,2025-02-28,2025-03-04
531,531,2.547769764031108,2025-03-03,2025-03-05
532,532,2.844476200257687,2025-03-04,2025-03-06
533,533,2.296783264810108,2025-03-05,2025-03-07
534,534,2.4172131111223423,2025-03-06,2025-03-10
535,535,4.287384485603841,2025-03-07,2025-03-11
536,536,3.6939687083553925,2025-03-10,2025-03-12
537,537,2.2980671852310968,2025-03-11,2025-03-13
540,540,2.0941850837688967,2025-03-14,2025-03-18
541,541,2.3557644006761227,2025-03-17,2025-03-19
542,542,2.4630717843063668,2025-03-18,2025-03-20
543,543,2.5033192974110783,2025-03-19,2025-03-21
544,544,2.736141824083216,2025-03-20,2025-03-24
545,545,2.9608160021232943,2025-03-21,2025-03-25
