feature_index,feature_name,importance_score
0,high_std_0,31.221
1,low_std_0,26.726
2,close_std_0,21.158
3,daily_return_std_0,31.835
4,log_return_std_0,31.663
5,volume_change_std_0,37.957
6,relative_volume_std_0,50.121
7,log_volume_0,17.625
8,high_low_range_std_0,22.242
9,excess_return_std_0,20.588
10,open_std_1,43.642
11,high_std_1,37.572
12,low_std_1,21.303
13,close_std_1,22.498
14,daily_return_std_1,48.823
15,log_return_std_1,31.664
16,volume_change_std_1,21.013
17,relative_volume_std_1,21.351
18,log_volume_1,20.08
19,high_low_range_std_1,32.615
20,excess_return_std_1,48.657
21,open_std_2,38.274
22,high_std_2,19.087
23,low_std_2,20.462
24,close_std_2,20.537
25,daily_return_std_2,47.533
26,log_return_std_2,46.363
27,volume_change_std_2,21.25
28,relative_volume_std_2,17.991
29,log_volume_2,19.262
30,high_low_range_std_2,40.563
31,excess_return_std_2,22.162
