index,window_idx,stock_idx,ticker,score,start_date,end_date
0,35,,,0.024663472737986303,2023-03-15,2023-03-17
1,59,,,0.02271517306020382,2024-11-05,2024-11-07
2,70,,,0.020032719836925672,2024-12-18,2024-12-20
3,78,,,0.03306480436204545,2025-01-27,2025-01-29
4,81,,,0.017548250335618132,2025-02-04,2025-02-06
5,87,,,0.004953168293390597,2025-03-03,2025-03-05
6,105,,,0.020563626893752573,2023-01-31,2023-02-02
