index,subsequence_idx,score
11,11,2.05735
23,23,2.13784
27,27,1.87823
42,42,2.19919
43,43,2.30756
48,48,2.41807
55,55,2.38368
91,91,1.89515
106,106,1.96662
150,150,2.31446
161,161,2.25687
174,174,1.99321
