feature_index,feature_name,importance_score
0,High_0,23.689
1,Low_0,35.406
2,Open_0,23.592
3,Volume_0,50.376
4,daily_return_0,23.651
5,log_return_0,23.499
6,volume_change_0,23.627
7,relative_volume_0,22.881
8,high_low_range_0,23.599
9,excess_return_0,35.577
10,daily_return_zscore_0,42.863
11,log_return_zscore_0,43.323
12,volume_change_zscore_0,23.292
13,relative_volume_zscore_0,43.152
14,log_volume_0,23.159
15,Close_1,35.663
16,High_1,35.549
17,Low_1,23.092
18,Open_1,23.705
19,Volume_1,44.815
20,daily_return_1,35.811
21,log_return_1,35.511
22,volume_change_1,35.401
23,relative_volume_1,35.547
24,high_low_range_1,23.512
25,excess_return_1,23.217
26,daily_return_zscore_1,43.175
27,log_return_zscore_1,23.637
28,volume_change_zscore_1,23.717
29,relative_volume_zscore_1,35.672
30,log_volume_1,23.227
31,Close_2,23.686
32,High_2,41.961
33,Low_2,23.449
34,Open_2,23.224
35,Volume_2,43.113
36,daily_return_2,41.456
37,log_return_2,22.989
38,volume_change_2,23.287
39,relative_volume_2,35.693
40,high_low_range_2,35.8
41,excess_return_2,35.622
42,daily_return_zscore_2,43.776
43,log_return_zscore_2,23.635
44,volume_change_zscore_2,42.362
45,relative_volume_zscore_2,23.712
46,log_volume_2,23.151
