index,subsequence_idx,score,start_date,end_date
4,4,2.765713329091732,2024-04-03,2024-04-05
15,15,1.6413202350287637,2024-05-15,2024-05-17
47,47,2.251139011975777,2024-09-19,2024-09-23
50,50,3.4711018111734226,2024-10-02,2024-10-04
84,84,3.9128760877359925,2025-02-18,2025-02-20
88,88,3.2861772953432515,2025-03-06,2025-03-10
90,90,2.635579441904951,2023-04-05,2023-04-10
101,101,1.95196344046575,2023-05-10,2023-05-12
139,139,4.074729303977912,2023-10-05,2023-10-09
161,161,1.5173249036854637,2024-01-02,2024-01-04
