feature_index,feature_name,importance_score
0,log_volume_0,24.878
1,log_return_std_0,16.491
2,low_std_0,16.015
3,excess_return_std_0,16.12
4,daily_return_std_0,16.335
5,open_std_0,28.565
6,relative_volume_std_0,16.244
7,high_low_range_std_0,24.891
8,high_std_0,24.734
9,volume_change_std_0,16.323
10,close_std_1,28.237
11,log_volume_1,24.95
12,log_return_std_1,28.559
13,low_std_1,28.563
14,excess_return_std_1,16.508
15,daily_return_std_1,16.316
16,open_std_1,24.772
17,relative_volume_std_1,16.122
18,high_low_range_std_1,16.105
19,high_std_1,28.548
20,volume_change_std_1,16.11
21,close_std_2,24.83
22,log_volume_2,16.126
23,log_return_std_2,28.507
24,low_std_2,16.292
25,excess_return_std_2,28.592
26,daily_return_std_2,28.509
27,open_std_2,28.459
28,relative_volume_std_2,28.461
29,high_low_range_std_2,16.183
30,high_std_2,24.91
31,volume_change_std_2,16.075
32,ticker,16.337
33,time_period_idx,16.446
