feature_index,feature_name,importance_score
0,high_std_0,33.443
1,low_std_0,42.637
2,close_std_0,64.871
3,daily_return_std_0,19.219
4,log_return_std_0,18.943
5,volume_change_std_0,21.246
6,relative_volume_std_0,18.684
7,log_volume_0,17.272
8,high_low_range_std_0,18.161
9,excess_return_std_0,31.034
10,open_std_1,17.958
11,high_std_1,38.415
12,low_std_1,20.143
13,close_std_1,19.767
14,daily_return_std_1,30.491
15,log_return_std_1,20.618
16,volume_change_std_1,51.701
17,relative_volume_std_1,55.104
18,log_volume_1,18.425
19,high_low_range_std_1,19.401
20,excess_return_std_1,33.199
21,open_std_2,21.003
22,high_std_2,58.898
23,low_std_2,30.452
24,close_std_2,46.962
25,daily_return_std_2,21.08
26,log_return_std_2,21.126
27,volume_change_std_2,66.617
28,relative_volume_std_2,61.85
29,log_volume_2,44.742
30,high_low_range_std_2,20.474
31,excess_return_std_2,33.71
