feature_index,feature_name,importance_score
0,log_volume_0,24.936
1,log_return_std_0,16.223
2,low_std_0,28.544
3,excess_return_std_0,16.503
4,daily_return_std_0,24.871
5,open_std_0,24.768
6,relative_volume_std_0,28.524
7,high_low_range_std_0,24.961
8,high_std_0,16.323
9,volume_change_std_0,16.382
10,close_std_1,16.443
11,log_volume_1,16.094
12,log_return_std_1,28.379
13,low_std_1,16.047
14,excess_return_std_1,28.66
15,daily_return_std_1,24.949
16,open_std_1,16.364
17,relative_volume_std_1,28.438
18,high_low_range_std_1,24.931
19,high_std_1,16.139
20,volume_change_std_1,28.429
21,close_std_2,15.993
22,log_volume_2,15.834
23,log_return_std_2,28.468
24,low_std_2,28.494
25,excess_return_std_2,16.106
26,daily_return_std_2,16.072
27,open_std_2,28.542
28,relative_volume_std_2,16.45
29,high_low_range_std_2,16.264
30,high_std_2,15.943
31,volume_change_std_2,24.851
32,ticker,28.522
33,time_period_idx,16.489
