index,window_idx,stock_idx,ticker,score,start_date,end_date
0,2,,,0.029993207306184044,2023-02-01,2023-02-03
1,13,,,0.04455986706061238,2023-02-02,2023-02-06
2,106,,,0.008590679114536814,2023-10-25,2023-10-27
3,144,,,0.007040087930776595,2023-12-13,2023-12-15
4,312,,,0.023359093435627143,2023-03-14,2023-03-16
5,323,,,0.026412466308340377,2023-03-15,2023-03-17
6,335,,,0.019668996128701377,2023-03-16,2023-03-20
7,346,,,0.02041858880501779,2023-03-17,2023-03-21
8,356,,,0.017251154276490044,2024-09-18,2024-09-20
9,395,,,0.03272586306546893,2024-11-06,2024-11-08
10,427,,,0.017123786402583774,2024-12-18,2024-12-20
11,429,,,0.04604135367410339,2024-12-20,2024-12-24
12,442,,,0.009023138099783723,2025-01-10,2025-01-14
13,452,,,0.010743866669171154,2025-01-23,2025-01-27
14,454,,,0.0125954262705954,2025-01-27,2025-01-29
15,469,,,0.015810813678988733,2025-02-13,2025-02-18
16,473,,,0.008458066271044173,2025-02-20,2025-02-24
17,484,,,0.016466467824037323,2025-03-06,2025-03-10
18,485,,,0.026041504876530952,2025-03-07,2025-03-11
19,495,,,0.026498640998496636,2025-03-20,2025-03-24
20,496,,,0.027168844116968904,2025-03-21,2025-03-25
21,510,,,0.015110517363125908,2023-04-25,2023-04-27
22,535,,,0.019821054182735443,2023-01-31,2023-02-02
23,536,,,0.005930940886298419,2023-05-26,2023-05-31
