index,subsequence_idx,score
0,0,2.49545
4,4,1.84697
5,5,1.98034
13,13,2.19924
19,19,2.80263
50,50,2.35724
59,59,2.36218
63,63,2.39679
97,97,1.99312
111,111,2.02652
144,144,1.96095
167,167,2.34498
