feature_index,feature_name,importance_score
0,High_0,35.255
1,Low_0,35.18
2,Open_0,22.942
3,Volume_0,35.488
4,daily_return_0,35.209
5,log_return_0,23.091
6,volume_change_0,23.04
7,relative_volume_0,23.531
8,high_low_range_0,23.035
9,excess_return_0,23.165
10,daily_return_zscore_0,23.459
11,log_return_zscore_0,23.364
12,volume_change_zscore_0,42.007
13,relative_volume_zscore_0,23.32
14,log_volume_0,22.901
15,Close_1,35.388
16,High_1,42.044
17,Low_1,42.086
18,Open_1,35.432
19,Volume_1,48.836
20,daily_return_1,35.354
21,log_return_1,23.403
22,volume_change_1,42.019
23,relative_volume_1,35.389
24,high_low_range_1,35.552
25,excess_return_1,23.448
26,daily_return_zscore_1,22.664
27,log_return_zscore_1,22.563
28,volume_change_zscore_1,41.957
29,relative_volume_zscore_1,23.386
30,log_volume_1,41.338
31,Close_2,23.172
32,High_2,42.069
33,Low_2,35.201
34,Open_2,23.483
35,Volume_2,41.951
36,daily_return_2,35.306
37,log_return_2,23.447
38,volume_change_2,22.624
39,relative_volume_2,42.065
40,high_low_range_2,41.878
41,excess_return_2,23.234
42,daily_return_zscore_2,23.459
43,log_return_zscore_2,35.541
44,volume_change_zscore_2,23.127
45,relative_volume_zscore_2,23.026
46,log_volume_2,23.396
