index,subsequence_idx,score
11,11,1.87299
12,12,2.35343
13,13,2.00484
47,47,1.995
48,48,2.54149
76,76,2.01673
84,84,2.41586
88,88,2.45871
107,107,2.53295
112,112,1.97512
148,148,1.94745
165,165,3.01719
