feature_index,feature_name,importance_score
0,High_0,35.277
1,Low_0,23.259
2,Open_0,23.766
3,Volume_0,43.351
4,daily_return_0,23.921
5,log_return_0,22.848
6,volume_change_0,23.411
7,relative_volume_0,35.432
8,high_low_range_0,23.238
9,excess_return_0,23.273
10,daily_return_zscore_0,35.878
11,log_return_zscore_0,35.796
12,volume_change_zscore_0,23.4
13,relative_volume_zscore_0,43.894
14,log_volume_0,23.161
15,Close_1,23.582
16,High_1,23.701
17,Low_1,35.562
18,Open_1,23.293
19,Volume_1,49.941
20,daily_return_1,23.896
21,log_return_1,23.512
22,volume_change_1,36.063
23,relative_volume_1,35.974
24,high_low_range_1,35.662
25,excess_return_1,23.551
26,daily_return_zscore_1,42.262
27,log_return_zscore_1,44.908
28,volume_change_zscore_1,23.356
29,relative_volume_zscore_1,46.758
30,log_volume_1,23.089
31,Close_2,23.579
32,High_2,36.009
33,Low_2,35.61
34,Open_2,23.879
35,Volume_2,54.011
36,daily_return_2,23.489
37,log_return_2,35.923
38,volume_change_2,23.615
39,relative_volume_2,36.474
40,high_low_range_2,23.238
41,excess_return_2,23.519
42,daily_return_zscore_2,43.375
43,log_return_zscore_2,46.873
44,volume_change_zscore_2,47.076
45,relative_volume_zscore_2,23.717
46,log_volume_2,43.783
