index,subsequence_idx,score
107,107,2.54315
108,108,3.17064
109,109,3.12688
110,110,2.81124
144,144,2.67
145,145,2.69154
248,248,2.77781
249,249,2.98369
250,250,2.45935
292,292,3.54667
293,293,3.52513
294,294,3.35042
460,460,2.67988
461,461,2.66811
462,462,2.40592
463,463,2.48309
464,464,2.50424
484,484,2.40571
485,485,2.63311
486,486,3.22955
487,487,3.10479
488,488,2.77006
498,498,3.17459
499,499,3.09478
500,500,2.97477
