feature_index,feature_name,importance_score
0,log_volume_0,16.117
1,log_return_std_0,16.419
2,low_std_0,16.44
3,excess_return_std_0,28.286
4,daily_return_std_0,28.379
5,open_std_0,28.37
6,relative_volume_std_0,16.083
7,high_low_range_std_0,16.303
8,high_std_0,24.964
9,volume_change_std_0,16.433
10,close_std_1,28.422
11,log_volume_1,24.727
12,log_return_std_1,16.205
13,low_std_1,28.353
14,excess_return_std_1,24.894
15,daily_return_std_1,16.147
16,open_std_1,16.237
17,relative_volume_std_1,28.878
18,high_low_range_std_1,28.556
19,high_std_1,16.487
20,volume_change_std_1,28.509
21,close_std_2,28.575
22,log_volume_2,16.062
23,log_return_std_2,16.281
24,low_std_2,24.807
25,excess_return_std_2,16.265
26,daily_return_std_2,16.395
27,open_std_2,24.955
28,relative_volume_std_2,16.347
29,high_low_range_std_2,28.672
30,high_std_2,24.635
31,volume_change_std_2,16.266
32,ticker,24.891
33,time_period_idx,16.136
