index,subsequence_idx,score
2,2,3.75155
13,13,3.74487
34,34,3.29457
36,36,3.51367
37,37,3.48412
105,105,3.63288
106,106,3.91253
107,107,3.95371
108,108,3.63583
109,109,3.22039
111,111,2.50719
114,114,2.63497
115,115,2.48837
143,143,3.07158
144,144,3.82492
145,145,3.96701
147,147,3.87358
178,178,3.29916
180,180,3.58289
181,181,3.68439
246,246,2.475
463,463,2.63489
510,510,2.48518
511,511,2.53799
512,512,2.79011
535,535,3.71976
