feature_index,feature_name,importance_score
0,High_0,23.408
1,Low_0,23.534
2,Open_0,35.779
3,Volume_0,42.358
4,daily_return_0,23.213
5,log_return_0,23.538
6,volume_change_0,35.379
7,relative_volume_0,23.34
8,high_low_range_0,35.32
9,excess_return_0,23.135
10,daily_return_zscore_0,41.85
11,log_return_zscore_0,23.331
12,volume_change_zscore_0,35.684
13,relative_volume_zscore_0,45.517
14,log_volume_0,23.211
15,Close_1,23.394
16,High_1,35.222
17,Low_1,23.429
18,Open_1,23.423
19,Volume_1,43.659
20,daily_return_1,35.386
21,log_return_1,23.427
22,volume_change_1,35.694
23,relative_volume_1,23.595
24,high_low_range_1,22.378
25,excess_return_1,23.54
26,daily_return_zscore_1,23.514
27,log_return_zscore_1,52.465
28,volume_change_zscore_1,42.36
29,relative_volume_zscore_1,22.898
30,log_volume_1,23.06
31,Close_2,35.821
32,High_2,22.906
33,Low_2,23.298
34,Open_2,23.387
35,Volume_2,48.973
36,daily_return_2,35.461
37,log_return_2,35.71
38,volume_change_2,46.818
39,relative_volume_2,43.306
40,high_low_range_2,35.632
41,excess_return_2,23.175
42,daily_return_zscore_2,47.396
43,log_return_zscore_2,46.144
44,volume_change_zscore_2,35.962
45,relative_volume_zscore_2,23.273
46,log_volume_2,23.275
