window_index,anomaly_score,start_date,end_date,top_anomalous_stocks
15,3.0401038139610663,2024-12-18,2024-12-20,"AMZN (0.0324), JPM (0.0287), GOOG (0.0266)"
17,2.233562094287292,2024-12-20,2024-12-24,"META (0.0218), LLY (0.0191), NVDA (0.0175)"
