feature_index,feature_name,importance_score
0,log_volume_0,16.232
1,log_return_std_0,16.407
2,low_std_0,28.524
3,excess_return_std_0,16.119
4,daily_return_std_0,16.422
5,open_std_0,16.039
6,relative_volume_std_0,16.212
7,high_low_range_std_0,16.077
8,high_std_0,16.358
9,volume_change_std_0,28.458
10,close_std_1,24.858
11,log_volume_1,16.158
12,log_return_std_1,28.6
13,low_std_1,28.693
14,excess_return_std_1,28.504
15,daily_return_std_1,24.882
16,open_std_1,16.238
17,relative_volume_std_1,24.894
18,high_low_range_std_1,16.147
19,high_std_1,16.417
20,volume_change_std_1,28.409
21,close_std_2,28.468
22,log_volume_2,24.79
23,log_return_std_2,28.335
24,low_std_2,24.761
25,excess_return_std_2,16.423
26,daily_return_std_2,15.897
27,open_std_2,16.489
28,relative_volume_std_2,15.978
29,high_low_range_std_2,16.118
30,high_std_2,28.658
31,volume_change_std_2,24.899
32,ticker,24.789
33,time_period_idx,28.351
