feature_index,feature_name,importance_score
0,High_0,23.88
1,Low_0,23.894
2,Open_0,23.761
3,Volume_0,37.145
4,daily_return_0,35.751
5,log_return_0,23.573
6,volume_change_0,23.438
7,relative_volume_0,23.605
8,high_low_range_0,23.645
9,excess_return_0,23.656
10,daily_return_zscore_0,23.301
11,log_return_zscore_0,23.871
12,volume_change_zscore_0,23.961
13,relative_volume_zscore_0,35.996
14,log_volume_0,24.041
15,Close_1,41.929
16,High_1,24.053
17,Low_1,35.982
18,Open_1,24.056
19,Volume_1,78.685
20,daily_return_1,23.828
21,log_return_1,23.769
22,volume_change_1,52.491
23,relative_volume_1,37.963
24,high_low_range_1,22.72
25,excess_return_1,35.914
26,daily_return_zscore_1,23.842
27,log_return_zscore_1,49.827
28,volume_change_zscore_1,57.711
29,relative_volume_zscore_1,51.229
30,log_volume_1,35.876
31,Close_2,35.806
32,High_2,36.012
33,Low_2,38.33
34,Open_2,23.235
35,Volume_2,80.739
36,daily_return_2,24.069
37,log_return_2,23.143
38,volume_change_2,46.462
39,relative_volume_2,36.243
40,high_low_range_2,23.848
41,excess_return_2,24.052
42,daily_return_zscore_2,47.727
43,log_return_zscore_2,46.983
44,volume_change_zscore_2,70.936
45,relative_volume_zscore_2,36.83
46,log_volume_2,23.319
