feature_index,feature_name,importance_score
0,high_std_0,42.906
1,low_std_0,22.056
2,close_std_0,23.739
3,daily_return_std_0,33.517
4,log_return_std_0,36.171
5,volume_change_std_0,55.325
6,relative_volume_std_0,21.986
7,log_volume_0,18.747
8,high_low_range_std_0,20.536
9,excess_return_std_0,58.136
10,open_std_1,25.062
11,high_std_1,23.482
12,low_std_1,34.45
13,close_std_1,45.797
14,daily_return_std_1,53.354
15,log_return_std_1,48.387
16,volume_change_std_1,58.651
17,relative_volume_std_1,38.338
18,log_volume_1,21.948
19,high_low_range_std_1,86.033
20,excess_return_std_1,31.401
21,open_std_2,41.922
22,high_std_2,20.296
23,low_std_2,24.865
24,close_std_2,19.212
25,daily_return_std_2,20.002
26,log_return_std_2,19.556
27,volume_change_std_2,22.268
28,relative_volume_std_2,22.179
29,log_volume_2,20.106
30,high_low_range_std_2,34.092
31,excess_return_std_2,35.542
