index,subsequence_idx,score,start_date,end_date
8,8,2.25986,2023-01-30,2023-02-01
27,27,1.98689,2023-02-27,2023-03-01
28,28,2.251,2023-02-28,2023-03-02
39,39,2.3644,2023-03-15,2023-03-17
40,40,2.44482,2023-03-16,2023-03-20
49,49,1.91181,2023-03-29,2023-03-31
59,59,1.86199,2023-04-13,2023-04-17
60,60,1.95736,2023-04-14,2023-04-18
70,70,2.27623,2023-04-28,2023-05-02
88,88,1.87558,2023-05-24,2023-05-26
116,116,2.20239,2023-07-06,2023-07-10
126,126,1.92318,2023-07-20,2023-07-24
127,127,1.95637,2023-07-21,2023-07-25
129,129,1.94421,2023-07-25,2023-07-27
156,156,1.92467,2023-08-31,2023-09-05
164,164,1.86404,2023-09-13,2023-09-15
179,179,1.95856,2023-10-04,2023-10-06
224,224,2.84718,2023-12-07,2023-12-11
244,244,2.17686,2024-01-08,2024-01-10
273,273,1.97211,2024-02-20,2024-02-22
274,274,1.9579,2024-02-21,2024-02-23
302,302,2.03754,2024-04-02,2024-04-04
303,303,2.1574,2024-04-03,2024-04-05
304,304,1.90799,2024-04-04,2024-04-08
307,307,1.9692,2024-04-09,2024-04-11
308,308,2.06611,2024-04-10,2024-04-12
309,309,2.41693,2024-04-11,2024-04-15
384,384,2.71101,2024-07-30,2024-08-01
385,385,2.03893,2024-07-31,2024-08-02
401,401,2.13879,2024-08-22,2024-08-26
448,448,2.59653,2024-10-29,2024-10-31
465,465,2.14913,2024-11-21,2024-11-25
493,493,1.88448,2025-01-03,2025-01-07
500,500,2.17675,2025-01-15,2025-01-17
505,505,3.13138,2025-01-23,2025-01-27
506,506,2.54265,2025-01-24,2025-01-28
520,520,1.95824,2025-02-13,2025-02-18
543,543,2.11486,2025-03-19,2025-03-21
544,544,1.91743,2025-03-20,2025-03-24
545,545,2.2208,2025-03-21,2025-03-25
