index,subsequence_idx,score,start_date,end_date
2,2,2.799611532461075,2023-03-02,2023-03-06
10,10,2.9662701664040183,2024-04-29,2024-05-01
47,47,3.464944717057035,2024-09-19,2024-09-23
61,61,3.7147925231663255,2024-11-13,2024-11-15
63,63,2.0856718777603778,2024-11-21,2024-11-25
105,105,3.065630392563211,2023-01-31,2023-02-02
110,110,3.598697782507847,2023-06-14,2023-06-16
112,112,3.6902911167342247,2023-06-23,2023-06-27
175,175,2.3368306569789103,2024-02-28,2024-03-01
179,179,2.4154719114587033,2024-03-15,2024-03-19
