window_idx,stock_idx,ticker,score,start_date,end_date,close_std_0,log_volume_0,log_return_std_0,low_std_0,excess_return_std_0,daily_return_std_0,open_std_0,relative_volume_std_0,high_low_range_std_0,high_std_0,volume_change_std_0,close_std_1,log_volume_1,log_return_std_1,low_std_1,excess_return_std_1,daily_return_std_1,open_std_1,relative_volume_std_1,high_low_range_std_1,high_std_1,volume_change_std_1,close_std_2,log_volume_2,log_return_std_2,low_std_2,excess_return_std_2,daily_return_std_2,open_std_2,relative_volume_std_2,high_low_range_std_2,high_std_2,volume_change_std_2
478,20,AVGO,11.7911,2024-12-11,2024-12-13,1.5899962979996085,17.536256852632473,1.6431467313527326,1.4313490671446438,1.6220558140205803,1.671032153895925,1.3412596860114478,1.6797856262450812,0.7113889029293037,1.4653040664266093,0.536799330398345,1.069507316484664,17.664960064999107,-0.862000869758462,1.1602670963141817,-0.741828133220409,-0.8624894824970504,1.1812367519077132,1.3804423179985217,-0.1928565277729354,0.913291252638428,-0.1193041293619276,2.6748179808464463,18.614079067888945,2.578563495205674,2.6703707304163395,2.66497779229259,2.621571583870437,2.5554260588106534,2.512797217493789,2.0156380265021108,2.689153694162284,1.8792754397270728
