feature_index,feature_name,importance_score
0,High_0,33.429
1,Low_0,33.229
2,Open_0,33.165
3,Volume_0,48.532
4,daily_return_0,21.689
5,log_return_0,33.28
6,volume_change_0,33.348
7,relative_volume_0,42.984
8,high_low_range_0,22.17
9,daily_return_zscore_0,22.107
10,log_return_zscore_0,33.076
11,volume_change_zscore_0,22.233
12,relative_volume_zscore_0,33.324
13,log_volume_0,47.496
14,Close_1,21.901
15,High_1,22.178
16,Low_1,22.219
17,Open_1,22.358
18,Volume_1,40.707
19,daily_return_1,21.58
20,log_return_1,32.957
21,volume_change_1,21.906
22,relative_volume_1,22.043
23,high_low_range_1,39.378
24,daily_return_zscore_1,21.947
25,log_return_zscore_1,22.365
26,volume_change_zscore_1,21.944
27,relative_volume_zscore_1,33.144
28,log_volume_1,43.633
29,Close_2,39.342
30,High_2,22.011
31,Low_2,21.707
32,Open_2,21.55
33,Volume_2,52.324
34,daily_return_2,22.391
35,log_return_2,21.836
36,volume_change_2,55.16
37,relative_volume_2,39.279
38,high_low_range_2,21.972
39,daily_return_zscore_2,33.296
40,log_return_zscore_2,38.503
41,volume_change_zscore_2,22.262
42,relative_volume_zscore_2,33.355
43,log_volume_2,22.142
