index,subsequence_idx,score,start_date,end_date
42,42,2.7609914303118566,2023-08-03,2023-08-07
43,43,2.853669491221727,2023-08-04,2023-08-08
44,44,2.786315624394446,2023-08-07,2023-08-09
74,74,3.2617759692321635,2023-09-14,2023-09-18
75,75,2.133996938274454,2023-09-15,2023-09-19
145,145,2.024288810568198,2023-12-14,2023-12-18
196,196,2.096312002348009,2024-02-22,2024-02-26
197,197,2.4309218382895783,2024-02-23,2024-02-27
198,198,2.372915221492592,2024-02-26,2024-02-28
319,319,3.190507578597802,2024-08-01,2024-08-05
320,320,4.340532435652393,2024-08-02,2024-08-06
321,321,3.151606349064882,2024-08-05,2024-08-07
323,323,3.7087651124186025,2023-03-15,2023-03-17
335,335,4.683468025169411,2023-03-16,2023-03-20
345,345,2.835622846664779,2024-09-04,2024-09-06
346,346,3.189341709706727,2023-03-17,2023-03-21
392,392,2.049968266096258,2024-11-01,2024-11-05
393,393,4.106660562115251,2024-11-04,2024-11-06
394,394,2.7097677884049536,2024-11-05,2024-11-07
395,395,2.0547663596331778,2024-11-06,2024-11-08
427,427,2.7804274624585306,2024-12-18,2024-12-20
428,428,2.3777400111589584,2024-12-19,2024-12-23
429,429,2.789286660240366,2024-12-20,2024-12-24
473,473,3.697900905080439,2025-02-20,2025-02-24
474,474,4.453447651537731,2025-02-21,2025-02-25
475,475,4.0225020668156874,2025-02-24,2025-02-26
480,480,2.314769351542159,2025-02-28,2025-03-04
489,489,1.9157156333876602,2025-03-13,2025-03-17
