feature_index,feature_name,importance_score
0,high_std_0,20.312
1,low_std_0,23.372
2,close_std_0,38.595
3,daily_return_std_0,19.714
4,log_return_std_0,18.745
5,volume_change_std_0,18.433
6,relative_volume_std_0,32.101
7,log_volume_0,21.103
8,high_low_range_std_0,17.553
9,excess_return_std_0,43.148
10,open_std_1,175.62
11,high_std_1,77.186
12,low_std_1,137.792
13,close_std_1,22.104
14,daily_return_std_1,18.316
15,log_return_std_1,18.925
16,volume_change_std_1,20.392
17,relative_volume_std_1,63.92
18,log_volume_1,22.731
19,high_low_range_std_1,22.464
20,excess_return_std_1,22.176
21,open_std_2,34.281
22,high_std_2,78.894
23,low_std_2,178.491
24,close_std_2,161.302
25,daily_return_std_2,30.007
26,log_return_std_2,29.685
27,volume_change_std_2,19.533
28,relative_volume_std_2,30.674
29,log_volume_2,21.264
30,high_low_range_std_2,34.451
31,excess_return_std_2,28.224
