feature_index,feature_name,importance_score
0,log_volume_0,16.14
1,log_return_std_0,16.212
2,low_std_0,16.433
3,excess_return_std_0,15.98
4,daily_return_std_0,16.123
5,open_std_0,16.111
6,relative_volume_std_0,28.52
7,high_low_range_std_0,24.856
8,high_std_0,28.654
9,volume_change_std_0,16.239
10,close_std_1,16.23
11,log_volume_1,16.372
12,log_return_std_1,16.321
13,low_std_1,24.865
14,excess_return_std_1,16.452
15,daily_return_std_1,16.317
16,open_std_1,16.083
17,relative_volume_std_1,28.454
18,high_low_range_std_1,24.884
19,high_std_1,28.563
20,volume_change_std_1,16.31
21,close_std_2,28.408
22,log_volume_2,16.509
23,log_return_std_2,24.884
24,low_std_2,28.555
25,excess_return_std_2,24.801
26,daily_return_std_2,28.509
27,open_std_2,24.852
28,relative_volume_std_2,15.831
29,high_low_range_std_2,24.91
30,high_std_2,28.431
31,volume_change_std_2,28.587
32,ticker,28.319
33,time_period_idx,16.43
