index,subsequence_idx,score
2,2,2.61174
6,6,2.39915
13,13,3.05656
201,201,2.80988
212,212,2.7401
224,224,2.76766
245,245,2.43405
247,247,2.51979
346,346,2.46102
368,368,2.40262
402,402,2.40903
511,511,2.38626
535,535,2.59595
