index,subsequence_idx,score,start_date,end_date
56,56,1.89577,2023-04-10,2023-04-12
57,57,2.12086,2023-04-11,2023-04-13
58,58,2.10603,2023-04-12,2023-04-14
69,69,1.85574,2023-04-27,2023-05-01
70,70,2.41431,2023-04-28,2023-05-02
71,71,2.02449,2023-05-01,2023-05-03
137,137,2.00376,2023-08-04,2023-08-08
138,138,2.09388,2023-08-07,2023-08-09
174,174,2.38897,2023-09-27,2023-09-29
175,175,2.3151,2023-09-28,2023-10-02
246,246,2.43209,2024-01-10,2024-01-12
247,247,2.26398,2024-01-11,2024-01-16
248,248,1.87526,2024-01-12,2024-01-17
289,289,2.07134,2024-03-13,2024-03-15
290,290,2.32761,2024-03-14,2024-03-18
326,326,2.25906,2024-05-06,2024-05-08
335,335,1.96837,2024-05-17,2024-05-21
336,336,2.32785,2024-05-20,2024-05-22
385,385,2.12276,2024-07-31,2024-08-02
411,411,1.97393,2024-09-06,2024-09-10
426,426,1.88185,2024-09-27,2024-10-01
430,430,2.06153,2024-10-03,2024-10-07
446,446,2.22108,2024-10-25,2024-10-29
447,447,1.96757,2024-10-28,2024-10-30
448,448,2.4261,2024-10-29,2024-10-31
449,449,2.45234,2024-10-30,2024-11-01
452,452,2.8375,2024-11-04,2024-11-06
453,453,2.37588,2024-11-05,2024-11-07
483,483,2.09486,2024-12-18,2024-12-20
484,484,2.27064,2024-12-19,2024-12-23
485,485,2.42307,2024-12-20,2024-12-24
