feature_index,feature_name,importance_score
0,log_volume_0,24.953
1,log_return_std_0,15.556
2,low_std_0,28.367
3,excess_return_std_0,16.138
4,daily_return_std_0,28.684
5,open_std_0,15.976
6,relative_volume_std_0,28.485
7,high_low_range_std_0,24.868
8,high_std_0,28.398
9,volume_change_std_0,16.132
10,close_std_1,28.504
11,log_volume_1,16.454
12,log_return_std_1,16.232
13,low_std_1,24.958
14,excess_return_std_1,16.476
15,daily_return_std_1,16.376
16,open_std_1,16.514
17,relative_volume_std_1,24.768
18,high_low_range_std_1,16.38
19,high_std_1,28.507
20,volume_change_std_1,24.851
21,close_std_2,16.065
22,log_volume_2,16.436
23,log_return_std_2,16.463
24,low_std_2,24.83
25,excess_return_std_2,16.318
26,daily_return_std_2,28.477
27,open_std_2,28.565
28,relative_volume_std_2,16.302
29,high_low_range_std_2,16.232
30,high_std_2,24.959
31,volume_change_std_2,16.06
32,ticker,28.52
33,time_period_idx,28.493
