index,subsequence_idx,score
114,114,2.44587
129,129,2.36948
130,130,2.52998
143,143,2.9677
144,144,3.21834
279,279,2.49093
342,342,2.45652
343,343,2.31603
356,356,2.86659
393,393,2.4889
394,394,2.54713
427,427,2.45893
429,429,2.5581
494,494,2.32597
