feature_index,feature_name,importance_score
0,High_0,35.713
1,Low_0,23.663
2,Open_0,35.685
3,Volume_0,53.244
4,daily_return_0,23.781
5,log_return_0,35.696
6,volume_change_0,43.011
7,relative_volume_0,35.788
8,high_low_range_0,23.003
9,excess_return_0,23.67
10,daily_return_zscore_0,44.359
11,log_return_zscore_0,45.865
12,volume_change_zscore_0,23.109
13,relative_volume_zscore_0,65.728
14,log_volume_0,35.876
15,Close_1,23.839
16,High_1,23.545
17,Low_1,35.873
18,Open_1,23.68
19,Volume_1,48.475
20,daily_return_1,23.665
21,log_return_1,23.316
22,volume_change_1,35.849
23,relative_volume_1,22.558
24,high_low_range_1,23.604
25,excess_return_1,23.321
26,daily_return_zscore_1,48.485
27,log_return_zscore_1,64.321
28,volume_change_zscore_1,42.655
29,relative_volume_zscore_1,23.62
30,log_volume_1,23.882
31,Close_2,35.964
32,High_2,41.749
33,Low_2,35.474
34,Open_2,23.653
35,Volume_2,44.234
36,daily_return_2,23.439
37,log_return_2,35.54
38,volume_change_2,23.909
39,relative_volume_2,23.878
40,high_low_range_2,35.854
41,excess_return_2,23.197
42,daily_return_zscore_2,35.883
43,log_return_zscore_2,23.808
44,volume_change_zscore_2,23.909
45,relative_volume_zscore_2,23.498
46,log_volume_2,23.3
